player,pos,g,ast_per_game,blk_per_game,drb_per_game,e_fg_percent,fg_per_game,fg_percent,fga_per_game,ft_per_game,ft_percent,fta_per_game,gs,mp_per_game,orb_per_game,pf_per_game,pts_per_game,stl_per_game,tov_per_game,trb_per_game,x2p_per_game,x2p_percent,x2pa_per_game,x3p_per_game,x3p_percent,x3pa_per_game,all_star_selections,major_award_count,278.225,210.797,267.271
Amar'e Stoudemire,PF,846,1.24,1.245,5.433,0.54,6.977,0.539,13.009,4.899,0.757,6.431,58.784,31.035,2.401,3.168,18.912,0.759,2.303,7.841,6.962,0.542,12.853,0.03,0.162,0.146,6,1,,,
Walter Davis,SF,1033,3.761,0.134,2.091,0.514,7.869,0.509,15.358,3.037,0.856,3.567,26.608,27.934,0.868,2.376,18.892,1.242,2.456,2.958,7.707,0.518,14.799,0.162,0.216,0.562,6,1,,,
Donnie Freeman,SG,648,3.534,0.074,1.696,0.454,7.042,0.454,15.442,4.776,0.8,5.963,0,32.444,1.352,2.718,18.882,0.255,2.116,3.538,7.018,0.456,15.338,0.012,0.127,0.116,5,0,,,
Walt Frazier,PG,825,6.107,0.084,1.843,0.488,7.425,0.488,15.176,4.027,0.786,5.117,0,37.546,0.494,2.652,18.879,0.817,0.167,5.857,7.425,0.488,15.175,0,0,0.001,7,0,,,
Earl Monroe,SG,926,3.902,0.142,1.064,0.465,7.463,0.465,16.085,3.942,0.814,4.881,0,32.001,0.274,2.614,18.842,0.519,0.328,3.027,7.463,0.465,16.085,0,0,0,4,1,,,
Ray Allen,SG,1300,3.363,0.183,3.108,0.533,6.598,0.453,14.581,3.382,0.894,3.788,65.327,35.642,0.93,2.199,18.84,1.121,2.082,4.049,4.293,0.49,8.856,2.282,0.4,5.724,10,0,,,
Collin Sexton,PG,349,3.609,0.138,1.978,0.52,6.852,0.47,14.623,3.689,0.835,4.394,53.189,30.156,0.856,2.267,18.829,0.777,2.314,2.817,5.397,0.502,10.84,1.439,0.382,3.769,0,0,,,
Brandon Roy,SG,326,4.633,0.235,3.205,0.488,6.822,0.454,14.871,4.181,0.803,5.229,61.429,35.462,1.051,1.921,18.815,1.027,1.806,4.256,5.844,0.481,12.054,1,0.347,2.834,3,1,,,
Tiny Archibald,PG,876,7.401,0.09,1.154,0.467,6.755,0.466,14.427,5.327,0.795,6.555,21.687,35.585,0.402,2.293,18.809,0.821,1.283,2.344,6.725,0.469,14.333,0.03,0.077,0.094,6,0,,,
Artis Gilmore,C,1329,2.284,2.386,8.657,0.587,7.091,0.587,12.156,4.626,0.69,6.608,27.698,35.459,3.626,3.413,18.764,0.549,2.961,12.292,7.085,0.588,12.151,0,0.125,0.006,11,2,,,
Willis Reed,C,650,1.826,0.032,0.143,0.476,7.476,0.476,15.69,3.794,0.748,5.072,0,35.485,0.073,3.703,18.744,0.018,0,12.939,7.476,0.476,15.69,0,0,0,7,2,,,
Bailey Howell,PF,950,1.956,0,0,0.478,6.869,0.478,14.3,4.996,0.758,6.549,0,32.242,0,3.703,18.708,0,0,9.879,6.869,0.478,14.3,0,0,0,6,0,,,
Connie Hawkins,C,616,4.161,0.235,2.938,0.475,6.735,0.475,14.053,5.235,0.77,6.745,0,36.085,1.418,3.031,18.704,0.395,0.581,8.844,6.716,0.476,13.992,0.008,0.036,0.05,5,1,,,
John Wall,PG,647,8.855,0.695,3.626,0.46,6.765,0.429,15.725,4.168,0.774,5.372,62.156,34.925,0.56,2.164,18.687,1.609,3.726,4.176,5.754,0.457,12.589,0.992,0.295,3.129,5,0,,,
Jaylen Brown,SF,545,2.441,0.393,4.305,0.539,7.023,0.475,14.641,2.713,0.71,3.755,52.648,30.252,0.978,2.521,18.643,0.988,2.068,5.27,5.115,0.537,9.398,1.909,0.361,5.258,3,0,,,
Tom Heinsohn,PF,654,2.016,0,0,0.404,7.297,0.404,18.029,4.053,0.791,5.118,0,29.465,0,3.756,18.634,0,0,8.812,7.297,0.404,18.029,0,0,0,6,0,,,
Gail Goodrich,SG,1031,4.662,0.07,0.637,0.456,7.222,0.456,15.818,4.187,0.803,5.203,0,32.519,0.44,2.701,18.594,0.519,0.376,3.187,7.222,0.456,15.818,0,0,0,5,0,,,
George Thompson,SG,437,3.578,0.07,2.031,0.469,6.744,0.462,14.544,4.83,0.758,6.321,0,32.11,1.315,2.77,18.571,0.418,2.194,3.314,6.541,0.474,13.67,0.238,0.208,0.875,3,0,,,
Andrew Wiggins,SF,709,2.275,0.68,3.2,0.498,6.916,0.451,15.409,3.24,0.71,4.511,71.812,34.011,1.28,2.199,18.551,0.954,1.874,4.491,5.477,0.487,11.3,1.473,0.347,4.074,1,1,,,
Reggie Theus,PG,1026,6.294,0.216,2.116,0.479,6.874,0.471,14.595,4.541,0.826,5.501,57.309,33.725,1.148,2.933,18.53,1.175,3.412,3.272,6.657,0.486,13.661,0.225,0.216,0.925,2,0,,,
Dolph Schayes,F-C,996,3.087,0,0,0.378,5.89,0.378,15.489,6.73,0.849,7.945,0,29.921,0,3.439,18.519,0,0,11.318,5.89,0.378,15.489,0,0,0,12,0,,,
Bob Dandridge,SF,839,3.378,0.36,2.791,0.483,7.687,0.483,15.882,3.133,0.778,4.027,0,35.168,1.076,3.49,18.513,0.784,0.743,6.809,7.687,0.483,15.872,0,0.01,0.011,4,0,,,
Antawn Jamison,SF,1083,1.634,0.367,5.171,0.487,7.087,0.452,15.72,3.242,0.72,4.492,58.307,34.749,2.356,2.377,18.497,0.967,1.583,7.52,6.023,0.48,12.623,1.075,0.34,3.105,2,1,,,
RJ Barrett,SG,331,2.956,0.273,4.51,0.489,6.689,0.436,15.345,3.506,0.709,4.918,66.045,33.249,0.879,2.322,18.494,0.63,2.137,5.41,5.055,0.474,10.633,1.652,0.348,4.713,0,0,,,
Mel Daniels,C,639,1.794,0.56,10.412,0.468,7.317,0.467,15.618,3.815,0.668,5.799,0,35.172,4.488,3.611,18.436,0.157,3,14.912,7.317,0.469,15.581,0,0.066,0.062,7,2,,,
Darius Garland,SG,312,6.676,0.105,2.114,0.521,6.788,0.446,15.126,2.648,0.866,3.03,60.385,33.738,0.478,1.846,18.418,1.149,3.048,2.61,4.549,0.486,9.271,2.235,0.385,5.819,1,0,,,
Tyrese Maxey,SG,270,4.098,0.32,2.608,0.534,6.638,0.468,14.329,3.004,0.862,3.506,49.681,31.073,0.347,1.981,18.361,0.741,1.251,2.933,4.657,0.509,9.119,2.032,0.383,5.179,1,1,,,
Bob Cousy,PG,924,7.521,0,0,0.375,6.69,0.375,17.815,5.007,0.8,6.224,0,32.651,0,2.432,18.355,0,0,5.185,6.69,0.375,17.815,0,0,0,13,1,,,
Jimmy Butler,SG,818,4.277,0.441,3.729,0.497,5.944,0.466,12.65,5.648,0.835,6.692,55.352,33.23,1.63,1.421,18.346,1.637,1.631,5.343,5.151,0.498,10.235,0.803,0.321,2.45,6,1,,,
Glen Rice,SF,1000,2.089,0.27,3.432,0.503,6.767,0.45,14.865,3.23,0.836,3.807,66.888,34.999,0.944,2.364,18.338,0.958,1.736,4.395,5.214,0.472,10.968,1.566,0.384,3.907,3,0,,,
Latrell Sprewell,SG,913,4.004,0.463,3.253,0.464,6.651,0.425,15.654,3.787,0.804,4.716,73.595,38.639,0.833,1.854,18.314,1.424,2.676,4.094,5.449,0.451,12.078,1.2,0.334,3.584,4,0,,,
Chet Walker,SF,1032,2.064,0.007,0.579,0.469,6.664,0.469,14.181,4.917,0.791,6.186,0,32.396,0.238,2.656,18.253,0.108,0,7.095,6.664,0.469,14.181,0,0,0,7,0,,,
Reggie Miller,SG,1389,2.972,0.213,2.371,0.543,5.943,0.469,12.596,4.488,0.887,5.062,72.986,34.276,0.65,1.96,18.202,1.078,1.731,3.015,4.092,0.513,7.925,1.839,0.392,4.665,5,0,,,
Tyler Herro,SG,288,3.681,0.183,4.526,0.526,6.676,0.439,15.154,2.245,0.87,2.561,28.108,31.841,0.436,1.42,18.172,0.687,2.162,4.962,4.052,0.483,8.392,2.6,0.385,6.74,0,1,,,
Chris Mullin,SG,986,3.503,0.568,3.054,0.541,6.821,0.501,13.429,3.676,0.866,4.235,59.205,32.616,1.051,2.08,18.159,1.548,2.351,4.088,6.011,0.524,11.281,0.84,0.358,2.151,5,0,,,
Steve Francis,PG,576,6.034,0.384,3.905,0.463,6.161,0.427,14.348,4.845,0.794,6.061,69.231,37.563,1.691,3.15,18.131,1.463,3.539,5.584,5.156,0.45,11.42,1.006,0.333,2.928,3,1,,,
Lauri Markkanen,PF,407,1.467,0.516,5.867,0.548,6.269,0.456,13.65,3.137,0.859,3.598,54.595,30.93,1.406,1.874,18.12,0.677,1.377,7.27,3.779,0.537,7.038,2.474,0.375,6.612,1,1,,,
Tom Chambers,PF,1107,2.069,0.566,4.303,0.472,6.671,0.465,14.225,4.579,0.803,5.665,52.693,30.643,1.756,3.373,18.112,0.809,2.299,6.037,6.457,0.472,13.557,0.214,0.24,0.676,4,0,,,
George Carter,SF,479,1.995,0.108,4.314,0.449,6.839,0.446,15.343,4.364,0.809,5.351,0,33.911,2.475,3.413,18.106,0.332,2.54,6.757,6.741,0.448,15.015,0.098,0.179,0.347,1,0,,,
Shareef Abdur-Rahim,PF,830,2.546,0.782,5.27,0.48,6.555,0.473,13.877,4.814,0.808,5.959,64.873,34.796,2.27,2.809,18.102,1.003,2.574,7.53,6.356,0.482,13.241,0.196,0.281,0.62,1,0,,,
Otis Birdsong,SG,696,3.259,0.214,1.671,0.506,7.66,0.503,15.193,2.597,0.623,3.934,29.178,31.066,1.331,2.57,18.031,1.228,2.131,2.963,7.606,0.507,14.918,0.062,0.213,0.261,4,0,,,
Rolando Blackman,SG,980,3.052,0.299,2.281,0.5,7.02,0.49,14.262,3.701,0.84,4.402,64.707,32.742,1.066,1.679,17.995,0.752,1.871,3.346,6.794,0.497,13.572,0.233,0.264,0.673,4,0,,,
Calvin Murphy,PG,1002,4.388,0.054,0.95,0.479,7.22,0.479,15.001,3.439,0.897,3.843,0,30.544,0.502,3.231,17.917,1.161,0.823,2.093,7.213,0.481,14.93,0.014,0.043,0.07,1,0,,,
Doug Collins,SG,415,3.313,0.271,2.14,0.496,7.039,0.496,14.078,3.787,0.833,4.553,28.031,33.602,1.106,3.001,17.904,1.227,1.178,3.228,7.039,0.497,14.078,0,0,0,4,0,,,
Kevin Johnson,PG,735,9.116,0.237,2.607,0.499,6.13,0.49,12.457,5.363,0.842,6.372,58.816,34.104,0.682,2.091,17.859,1.483,3.073,3.254,5.914,0.501,11.752,0.22,0.224,0.729,3,1,,,
Kevin McHale,PF,971,1.738,1.722,4.908,0.55,7.052,0.549,12.697,3.755,0.789,4.681,30.75,31.018,2.422,2.846,17.844,0.357,1.949,7.337,7.004,0.552,12.552,0.039,0.093,0.16,7,2,,,
Kevin Garnett,SF,1462,3.722,1.403,7.835,0.5,7.173,0.496,14.461,3.341,0.787,4.242,70.174,34.49,2.199,2.436,17.832,1.282,2.174,10.02,7.071,0.503,14.029,0.117,0.226,0.436,15,2,,,
Monta Ellis,SG,833,4.613,0.34,2.831,0.48,6.868,0.45,15.218,3.226,0.768,4.144,64.101,34.837,0.615,2.332,17.826,1.706,2.702,3.453,5.988,0.481,12.412,0.876,0.306,2.821,0,1,,,
Bill Sharman,SG,711,2.959,0,0,0.425,6.704,0.425,15.739,4.421,0.883,4.998,0,30.661,0,2.71,17.823,0,0,3.936,6.704,0.425,15.739,0,0,0,8,0,,,
Franz Wagner,SF,236,3.358,0.332,3.603,0.53,6.614,0.479,13.772,3.166,0.853,3.691,75.636,31.794,1,2.227,17.781,1.006,1.832,4.602,5.226,0.542,9.586,1.387,0.335,4.186,0,0,,,
Tim Hardaway,PG,867,8.19,0.151,2.66,0.488,6.503,0.427,15.086,2.938,0.782,3.767,65.137,35.309,0.619,2.337,17.73,1.655,2.861,3.286,4.72,0.458,10.06,1.777,0.349,5.018,5,0,,,
Cliff Hagan,SF,839,3.147,0,0.069,0.45,6.858,0.45,15.104,4.023,0.797,5.044,0,28.694,0.055,3.182,17.728,0,0.353,6.628,6.858,0.451,15.096,0,0,0.008,6,0,,,
Pascal Siakam,PF,556,3.652,0.603,5.107,0.536,6.766,0.501,13.633,3.162,0.742,4.149,56.908,31.042,1.513,2.711,17.724,0.91,1.859,6.623,5.756,0.552,10.496,1.049,0.305,3.124,2,1,,,
D'Angelo Russell,PG,576,5.763,0.326,2.897,0.515,6.394,0.429,14.874,2.37,0.791,2.973,58.182,30.243,0.512,1.911,17.694,1.085,2.694,3.393,3.822,0.484,7.933,2.548,0.367,6.928,1,0,,,
Sam Jones,SG,871,2.549,0,0,0.454,7.212,0.454,15.793,3.307,0.795,4.115,0,27.882,0,1.99,17.69,0,0,4.949,7.212,0.454,15.793,0,0,0,5,0,,,
Jamaal Wilkes,SF,828,2.476,0.313,4.218,0.496,7.517,0.496,15.07,2.645,0.76,3.487,22.975,32.923,1.959,2.778,17.684,1.27,1.464,6.183,7.505,0.497,15.008,0.002,0.053,0.061,3,1,,,
Jaren Jackson Jr.,PF,337,1.366,1.98,4.128,0.526,6.201,0.465,13.464,3.545,0.789,4.507,62.214,28.314,1.371,3.701,17.668,0.955,1.831,5.518,4.54,0.53,8.631,1.661,0.344,4.83,1,1,,,
Joe Barry Carroll,C,705,1.778,1.604,5.25,0.469,7.109,0.469,15.028,3.425,0.753,4.571,58.146,32.388,2.387,3.129,17.667,0.964,2.794,7.681,7.109,0.469,15.006,0,0,0,1,0,,,
Dave Cowens,C,766,3.817,0.646,6.693,0.459,7.508,0.459,16.314,2.643,0.785,3.395,6.514,38.612,2.043,3.817,17.642,0.773,0.708,13.629,7.508,0.46,16.292,0,0.007,0.022,8,2,,,
James Worthy,SF,926,3.021,0.656,3.409,0.526,7.424,0.522,14.257,2.652,0.766,3.452,60.01,32.408,1.679,2.144,17.632,1.117,2.005,5.096,7.297,0.531,13.742,0.124,0.15,0.547,7,0,,,
Willie Wise,PF,552,2.888,0.132,5.666,0.472,6.734,0.471,14.147,4.117,0.715,5.682,0,33.384,2.646,3.235,17.62,0.463,2.284,8.282,6.701,0.474,13.984,0.033,0.18,0.167,3,0,,,
Bob Love,PF,789,1.43,0.064,1.312,0.425,6.886,0.425,16.089,3.794,0.786,4.704,0,31.833,0.69,2.704,17.617,0.288,0,5.907,6.886,0.425,16.089,0,0,0,3,0,,,
Reggie Lewis,SG,450,2.548,0.943,3.017,0.489,7.117,0.487,14.532,3.296,0.814,3.999,62.773,32.6,1.277,2.812,17.575,1.246,1.598,4.312,7.045,0.493,14.282,0.071,0.17,0.332,1,0,,,
Ed Macauley,C-F,641,3.252,0,0,0.433,5.837,0.433,13.404,5.846,0.757,7.698,0,28.205,0,2.6,17.539,0,0,6.74,5.837,0.433,13.404,0,0,0,7,0,,,
Antoine Walker,PF,893,3.544,0.531,5.592,0.462,6.81,0.413,16.489,2.356,0.614,3.701,62.015,35.303,2.134,2.811,17.516,1.216,2.806,7.704,5.256,0.454,11.71,1.54,0.318,4.778,3,0,,,
Jim Hadnot,C,77,1.8,0,8.2,0.467,6.3,0.467,13.6,4.8,0.668,7.2,0,39,3.9,3.6,17.5,0,2.2,12.2,6.3,0.468,13.5,0,0,0,0,0,,,
Chris Paul,PG,1277,9.351,0.165,3.871,0.522,6.208,0.469,13.167,3.745,0.871,4.302,66.294,34.029,0.598,2.387,17.494,2.056,2.324,4.472,4.841,0.51,9.492,1.362,0.366,3.667,12,1,,,
John Williamson,SG,516,2.804,0.269,1.716,0.461,7.214,0.459,15.784,2.978,0.823,3.646,0,30.127,0.762,2.918,17.475,1.072,2.13,2.467,7.16,0.462,15.574,0.039,0.127,0.212,0,0,,,
Jamal Murray,SG,473,4.497,0.349,3,0.522,6.429,0.447,14.252,2.494,0.869,2.86,55.723,30.714,0.772,1.813,17.473,0.96,2.02,3.759,4.33,0.495,8.698,2.098,0.376,5.553,0,0,,,
Isaiah Thomas,PG,556,4.748,0.109,1.865,0.502,5.697,0.43,13.144,4.222,0.853,4.812,45.853,28.029,0.529,2.053,17.464,0.842,2.246,2.378,3.844,0.473,7.959,1.883,0.363,5.204,2,0,,,
Desmond Bane,SG,249,3.297,0.366,3.55,0.569,6.382,0.468,13.602,2.036,0.869,2.306,48.534,28.902,0.655,2.44,17.451,0.952,1.708,4.205,3.717,0.514,7.222,2.664,0.419,6.408,0,0,,,
Rudy Tomjanovich,PF,768,2.05,0.215,3.616,0.494,7.346,0.492,14.612,2.721,0.771,3.475,0,33.484,1.526,2.515,17.413,0.481,0.438,8.063,7.293,0.495,14.448,0.046,0.038,0.173,5,0,,,
Bob Rule,C,403,1.46,0.026,0.148,0.448,6.912,0.448,14.959,3.589,0.681,5.276,0,29.449,0.11,3.135,17.406,0.032,0,8.281,6.912,0.448,14.959,0,0,0,1,0,,,
Derrick Rose,PG,723,5.215,0.325,2.451,0.483,6.807,0.455,14.94,2.97,0.839,3.561,46.762,30.51,0.757,1.218,17.397,0.735,2.425,3.218,5.995,0.483,12.35,0.824,0.298,2.585,3,2,,,
Kevin Martin,PG,714,1.906,0.113,2.621,0.498,5.376,0.435,12.309,4.987,0.861,5.729,44.672,30.184,0.572,1.911,17.373,0.902,1.68,3.195,3.784,0.464,8.162,1.611,0.372,4.168,0,0,,,
Allan Houston,SG,839,2.373,0.167,2.473,0.497,6.366,0.442,14.332,3.058,0.858,3.555,65.149,33.734,0.425,2.455,17.359,0.68,2.107,2.898,4.811,0.459,10.46,1.548,0.395,3.872,2,0,,,
Jeff Ruland,C,332,3.012,0.811,6.914,0.56,6.336,0.56,11.244,4.657,0.712,6.503,34.533,33.389,3.251,3.664,17.342,0.729,3.661,10.175,6.336,0.562,11.192,0,0.194,0.043,2,0,,,
Purvis Short,PF,842,2.529,0.191,2.618,0.477,7.042,0.473,14.85,3.102,0.816,3.774,29.546,29.155,1.687,2.95,17.342,1.042,2.061,4.288,6.891,0.479,14.332,0.147,0.219,0.526,0,0,,,
Kyle Kuzma,PF,479,2.704,0.554,5.33,0.519,6.583,0.449,14.603,2.195,0.729,2.956,49.468,31.346,1.064,2.108,17.322,0.557,2.167,6.397,4.592,0.527,8.682,1.991,0.337,5.905,0,0,,,
Richie Guerin,SG,848,4.967,0,0,0.413,6.099,0.413,14.682,5.098,0.775,6.55,0,32.357,0,3.271,17.312,0,0,5.034,6.099,0.413,14.682,0,0,0,6,0,,,
Larry Kenon,PF,752,2.229,0.32,5.839,0.485,7.278,0.484,14.955,2.661,0.766,3.399,2.84,32.59,3.052,2.293,17.223,1.257,2.404,8.923,7.278,0.485,14.938,0,0.067,0.01,5,0,,,
Jo Jo White,PG,837,4.902,0.138,1.768,0.446,7.362,0.446,16.587,2.467,0.832,2.966,0,35.774,0.562,2.472,17.202,0.824,0.6,3.983,7.362,0.446,16.578,0,0.016,0.009,7,0,,,
Cliff Robinson,PF,629,1.992,0.698,6.153,0.468,7.126,0.468,15.26,2.904,0.724,4.024,44.825,30.659,2.183,2.966,17.197,1.06,2.501,8.317,7.126,0.469,15.192,0,0.271,0.078,0,0,,,
Calvin Natt,SF,599,2.186,0.316,4.499,0.53,6.693,0.529,12.634,3.773,0.765,4.933,46.689,31.421,2.299,2.304,17.195,0.879,2.09,6.798,6.654,0.532,12.531,0.012,0.21,0.116,1,0,,,
Tyrese Haliburton,PG,265,8.703,0.562,3.049,0.568,6.262,0.475,13.192,2.2,0.851,2.611,56.385,32.895,0.662,1.357,17.174,1.455,2.267,3.711,3.809,0.551,6.905,2.453,0.394,6.317,2,0,,,
Phil Chenier,SG,578,3.001,0.426,1.974,0.44,7.149,0.44,16.034,2.902,0.796,3.604,0,33.07,0.638,1.991,17.172,1.175,0.273,3.564,7.133,0.44,16.006,0.009,0.036,0.027,3,0,,,
Kelly Tripucka,SF,707,2.969,0.186,2.503,0.482,6.268,0.47,13.278,4.391,0.859,5.19,59.697,29.629,1.327,2.319,17.17,0.955,2.392,3.84,6.024,0.476,12.618,0.221,0.339,0.661,2,0,,,
Brandon Miller,SF,75,2.381,0.592,3.355,0.525,6.341,0.441,14.459,1.888,0.829,2.283,67.107,31.917,0.803,2.467,17.149,0.901,1.789,4.256,3.861,0.495,7.92,2.48,0.375,6.637,0,0,,,
Warren Jabali,SG,447,5.347,0.064,4.702,0.456,5.967,0.427,13.837,4.53,0.76,5.975,0,34.145,1.997,3.451,17.127,0.854,3.846,6.676,5.233,0.451,11.583,0.734,0.304,2.249,4,0,,,
Zelmo Beaty,C,889,1.54,0.193,3.106,0.489,6.448,0.489,13.039,4.221,0.771,5.485,0,33.398,1.445,3.653,17.107,0.124,0.82,10.877,6.448,0.49,13.021,0,0.043,0.018,5,0,,,
Gus Johnson,PF,581,2.678,0,0,0.437,7.096,0.437,16.136,2.902,0.699,4.166,0,34.667,0,3.482,17.104,0,0,12.689,7.096,0.437,16.136,0,0,0,5,0,,,
Nikola Vučević,C,904,2.843,0.885,7.99,0.521,7.327,0.494,14.774,1.606,0.759,2.077,65.862,31.39,2.502,2.46,17.101,0.845,1.732,10.498,6.464,0.526,12.269,0.863,0.28,2.519,2,0,,,
Jason Richardson,SG,857,2.659,0.43,3.755,0.502,6.487,0.437,14.798,2.244,0.705,3.162,70.765,34.124,1.215,2.274,17.082,1.169,1.747,4.948,4.598,0.473,9.739,1.879,0.364,5.077,0,0,,,
Gus Williams,PG,825,5.562,0.354,1.723,0.46,7.031,0.456,15.237,2.907,0.753,3.845,36.995,31.088,0.997,1.996,17.08,1.991,2.002,2.711,6.883,0.464,14.682,0.132,0.124,0.536,2,0,,,
Alonzo Mourning,C,838,1.137,2.811,5.909,0.532,6.103,0.531,11.564,4.834,0.679,6.996,56.203,30.996,2.603,3.35,17.067,0.491,2.617,8.506,6.076,0.534,11.463,0.018,0.093,0.089,7,2,,,
Pau Gasol,PF,1226,3.195,1.582,6.708,0.513,6.505,0.505,12.823,3.877,0.755,5.146,67.438,33.448,2.51,2.157,17.058,0.507,2.142,9.216,6.373,0.509,12.434,0.155,0.294,0.396,6,1,,,
Richard Hamilton,SG,921,3.391,0.146,2.242,0.468,6.487,0.448,14.426,3.525,0.846,4.122,58.875,32.087,0.873,2.53,17.055,0.784,2.154,3.116,5.908,0.461,12.752,0.579,0.343,1.672,3,0,,,
Larry Nance,PF,920,2.61,2.202,5.493,0.544,6.918,0.544,12.666,3.182,0.749,4.241,63.459,33.37,2.492,2.926,17.053,0.936,1.867,8.015,6.911,0.546,12.602,0,0.191,0.065,3,0,,,
Clyde Lovellette,C,704,1.554,0,0,0.441,6.786,0.441,15.333,3.373,0.759,4.475,0,27.086,0,3.236,16.979,0,0,9.462,6.786,0.441,15.333,0,0,0,4,0,,,
Peja Stojaković,SF,804,1.747,0.132,3.76,0.529,6.002,0.445,13.337,2.785,0.894,3.111,57.47,33.526,0.905,1.737,16.975,0.922,1.354,4.707,3.822,0.477,7.866,2.196,0.397,5.462,3,0,,,
Jalen Brunson,PG,426,4.694,0.099,2.781,0.545,6.311,0.488,12.926,2.869,0.809,3.452,46.69,28.323,0.47,1.782,16.958,0.674,1.64,3.217,4.826,0.532,9.139,1.5,0.384,3.787,1,0,,,
Jerry Lucas,PF,829,3.306,0.026,0.379,0.5,6.889,0.5,13.808,3.168,0.778,4.04,0,38.75,0.07,2.881,16.957,0.035,0,15.604,6.889,0.5,13.808,0,0,0,7,1,,,
Jerry Stackhouse,SG,970,3.349,0.45,2.195,0.446,5.559,0.406,13.589,4.784,0.831,5.827,42.804,31.152,0.953,1.865,16.91,0.894,2.723,3.165,4.534,0.438,10.285,1.019,0.305,3.301,2,0,,,
Billy Knight,SF,821,2.265,0.164,3.226,0.509,6.62,0.507,13.005,3.683,0.831,4.451,10.782,28.936,2.12,1.941,16.909,1.001,2.195,5.336,6.556,0.51,12.82,0.063,0.204,0.185,3,0,,,
Khris Middleton,SG,739,3.943,0.185,4.191,0.527,6.122,0.459,13.335,2.76,0.874,3.159,61.815,31.103,0.617,2.547,16.881,1.183,2.11,4.827,4.289,0.499,8.583,1.85,0.388,4.766,3,0,,,
Sidney Wicks,PF,760,3.212,0.568,4.302,0.458,6.632,0.458,14.48,3.588,0.668,5.216,0,33.894,2.024,3.329,16.867,0.782,0.884,8.708,6.632,0.458,14.48,0,0,0,4,1,,,
Victor Oladipo,PG,504,3.908,0.477,3.895,0.491,6.176,0.434,14.195,2.869,0.785,3.651,50.141,32.226,0.576,2.379,16.859,1.615,2.508,4.439,4.58,0.478,9.533,1.622,0.345,4.65,2,1,,,
Larry Cannon,SG,210,3.678,0.018,1.266,0.405,6.09,0.401,14.851,4.517,0.74,5.922,0,29.081,1.699,2.585,16.854,0.036,2.724,2.965,5.987,0.406,14.333,0.129,0.227,0.556,0,0,,,
Danny Granger,SF,586,1.894,0.811,3.784,0.497,5.69,0.434,13.1,3.729,0.839,4.397,52.923,31.563,1.165,2.778,16.803,0.941,1.86,4.928,3.964,0.463,8.583,1.701,0.372,4.519,1,1,,,
Lee Shaffer,SF,196,1.176,0,0,0.419,6.81,0.419,16.101,3.258,0.775,4.157,0,28.009,0,3.19,16.799,0,0,6.342,6.81,0.419,16.101,0,0,0,1,0,,,
Chet Holmgren,C,86,2.419,2.356,6.416,0.6,6.307,0.533,11.735,2.76,0.788,3.512,78.372,29.498,1.633,2.395,16.779,0.642,1.665,8.044,4.712,0.627,7.521,1.595,0.368,4.309,0,0,,,
Ron Boone,SG,1041,3.696,0.113,2.63,0.463,6.562,0.458,14.206,3.485,0.839,4.171,0,31.121,1.564,3.145,16.741,0.799,2.976,4.194,6.416,0.463,13.737,0.147,0.215,0.497,4,0,,,
Grant Hill,SF,1026,4.151,0.56,4.874,0.493,6.192,0.483,12.795,4.118,0.777,5.362,66.059,33.894,1.144,2.305,16.709,1.215,2.389,6.002,5.971,0.494,12.116,0.215,0.259,0.679,7,1,,,
Isaiah Rider,SG,563,2.737,0.259,2.652,0.484,6.358,0.443,14.364,2.8,0.815,3.418,53.421,31.707,1.203,2.356,16.707,0.64,2.541,3.846,5.18,0.47,11.002,1.191,0.357,3.387,0,0,,,
Jimmy Walker,SG,698,3.488,0.055,0.692,0.458,6.623,0.458,14.381,3.451,0.828,4.162,0,33.788,0.197,2.479,16.696,0.36,0,2.674,6.623,0.458,14.381,0,0,0,2,0,,,
Ralph Simpson,SG,705,3.336,0.11,2.412,0.444,6.803,0.442,15.105,3.102,0.755,4.059,0,27.844,1.28,2.091,16.695,1.049,2.614,3.723,6.745,0.446,14.849,0.034,0.111,0.233,5,0,,,
Vince Carter,SF,1541,3.053,0.573,3.205,0.49,6.036,0.425,13.854,3.152,0.794,3.95,46.314,30.086,1.066,2.591,16.691,0.988,1.684,4.289,4.553,0.456,9.837,1.486,0.367,4.001,8,1,,,
Dino Radja,PF,224,1.592,1.236,6.17,0.498,6.745,0.498,13.637,3.106,0.736,4.285,46.022,32.617,2.233,3.326,16.684,0.9,2.219,8.391,6.745,0.498,13.626,0,0,0,0,0,,,
Randy Smith,SF,976,4.6,0.05,2.015,0.471,6.839,0.471,14.574,2.967,0.782,3.791,4.672,32.208,0.881,2.61,16.67,1.444,1.182,3.69,6.831,0.474,14.457,0.008,0.056,0.1,2,0,,,
Scottie Barnes,PF,215,4.738,0.955,4.972,0.511,6.512,0.474,13.74,2.619,0.761,3.424,69.507,35.01,2.435,2.297,16.658,1.173,2.192,7.379,5.466,0.527,10.387,1.046,0.303,3.353,1,1,,,
Zach Randolph,PF,1116,1.836,0.264,6.205,0.478,6.649,0.472,14.13,3.144,0.758,4.115,55.941,31.022,2.941,2.356,16.649,0.747,2.047,9.147,6.494,0.482,13.484,0.174,0.205,0.66,2,1,,,
